"tractid","total_population00","white_alone00","educational_attainment00","median_income00","median_rent00","income_category00","non_white00","total_population20","median_income20","median_home_value20","educational_attainment20","white_alone20","black_alone20","native_alone20","asian_alone20","native_hawaiian_pacific_islander20","some_other_race_alone20","two_or_more20","hispanic_or_latino20","income_category20","non_white_population20"
36047084000,2448,123,344,52313,730,"Moderate Income",2325,2482,49487,419700,322,82,2196,0,29,0,0,26,149,"Moderate Income",2400
36047084600,2151,72,262,50833,824,"Moderate Income",2079,1882,57188,411400,355,50,1683,0,0,0,0,14,135,"Moderate Income",1832
36047084800,1806,5,270,53125,663,"Moderate Income",1801,1546,53636,448800,252,3,1418,0,101,0,0,9,15,"Moderate Income",1543
36047085000,1434,25,209,58889,856,"Moderate Income",1409,1540,67679,414100,295,12,1460,7,0,0,0,0,61,"High Income",1528
36047085400,2273,113,280,58750,664,"Moderate Income",2160,1987,50216,442100,296,52,1618,0,6,0,0,127,184,"Moderate Income",1935
36047085600,3835,51,326,37333,661,"Moderate Income",3784,3478,52214,362400,575,90,2880,0,76,0,0,112,320,"Moderate Income",3388
36047085800,2334,8,227,47414,660,"Moderate Income",2326,2587,57679,399700,334,4,2358,0,103,0,0,0,122,"Moderate Income",2583
36047086000,3774,57,333,45405,717,"Moderate Income",3717,3293,49087,404400,348,11,2839,13,11,0,0,72,347,"Moderate Income",3282
36047086200,3422,18,237,31151,710,"Moderate Income",3404,3368,42663,456500,543,145,2854,0,0,0,0,24,345,"Moderate Income",3223
36047086400,2107,19,158,40357,834,"Moderate Income",2088,2149,45868,427100,242,13,2014,0,0,0,0,0,122,"Moderate Income",2136
36047086600,3215,31,330,50491,708,"Moderate Income",3184,3225,46335,435600,645,34,2968,26,39,0,9,13,136,"Moderate Income",3191
36047086800,3438,31,249,37216,723,"Moderate Income",3407,3526,48375,521700,384,82,2928,21,38,0,21,58,387,"Moderate Income",3453
36047087000,3110,51,249,33600,685,"Moderate Income",3059,3275,36250,445300,524,51,2876,0,0,0,0,24,324,"Moderate Income",3224
36047087200,3733,53,499,49511,735,"Moderate Income",3680,2738,45972,411900,529,86,2437,0,96,0,0,0,119,"Moderate Income",2652
36047087401,3220,181,264,39750,644,"Moderate Income",3039,3505,30760,380100,523,222,2870,0,0,0,37,87,289,"Moderate Income",3283
36047087600,1802,344,276,32656,756,"Moderate Income",1458,1555,34271,375000,355,264,1154,0,62,0,0,4,71,"Moderate Income",1291
36047087800,3198,246,255,35109,643,"Moderate Income",2952,2698,35588,402600,200,10,2492,7,10,0,4,41,134,"Moderate Income",2688
36047088000,2688,14,270,50703,581,"Moderate Income",2674,2766,39943,417800,440,79,2505,0,0,0,0,39,143,"Moderate Income",2687
36047088200,6700,28,592,33040,698,"Moderate Income",6672,6409,48333,397900,1250,86,5649,0,0,0,0,0,674,"Moderate Income",6323
36047088400,5158,5,257,26931,749,"Low Income",5153,5151,45581,526600,546,120,4729,0,56,0,58,32,156,"Moderate Income",5031
36047088600,4650,22,268,32055,689,"Moderate Income",4628,4393,35563,434400,585,49,3655,0,45,0,96,72,476,"Moderate Income",4344
36047088800,4124,9,270,31951,690,"Moderate Income",4115,3931,44732,618600,565,8,3304,0,112,0,0,97,410,"Moderate Income",3923
36047089000,6566,163,321,24135,643,"Low Income",6403,5892,28877,443000,632,48,5186,0,0,0,0,46,612,"Low Income",5844
36047089200,3930,23,225,24556,686,"Low Income",3907,3460,18792,0,181,35,2967,52,0,0,17,105,284,"Low Income",3425
36047089400,3746,30,168,35405,719,"Moderate Income",3716,3449,47188,472100,445,237,2723,0,108,0,0,60,321,"Moderate Income",3212
36047089600,3654,37,240,31571,674,"Moderate Income",3617,3327,33409,445500,346,52,2615,0,126,0,0,62,472,"Moderate Income",3275
36047089800,1530,10,74,46595,726,"Moderate Income",1520,1688,35938,397700,242,33,1555,0,16,0,0,0,84,"Moderate Income",1655
36047090000,5520,19,97,20167,384,"Low Income",5501,4830,22978,472500,316,11,3708,0,9,0,80,32,990,"Low Income",4819
36047090200,4884,27,234,21005,355,"Low Income",4857,3290,41875,380700,215,44,2400,0,159,8,9,43,627,"Moderate Income",3246
36047090600,3984,21,60,12570,256,"Low Income",3963,3857,10693,0,202,106,2349,60,0,0,10,0,1392,"Low Income",3811
36047090800,3689,24,78,13495,274,"Low Income",3665,7094,10767,0,296,107,4697,13,152,0,22,47,2069,"Low Income",7000
36047091000,5642,3,36,12019,195,"Low Income",5639,4876,11560,0,142,0,3256,0,0,0,92,16,1512,"Low Income",4876
36047091200,7340,69,35,11577,247,"Low Income",7271,6039,14347,0,180,0,4173,43,155,0,0,0,1668,"Low Income",6039
36047091600,4073,29,190,22618,626,"Low Income",4044,4104,33043,423000,226,4,3394,0,0,0,0,94,612,"Moderate Income",4100
36047091800,2882,7,165,25132,310,"Low Income",2875,2531,22050,336600,270,0,1522,6,0,0,0,0,1009,"Low Income",2537
36047092000,3048,3,185,35357,332,"Moderate Income",3045,3083,17016,360300,266,8,2012,40,121,0,16,0,886,"Low Income",3075
36047092200,2709,1,272,38875,573,"Moderate Income",2708,2578,29504,306800,312,51,2415,0,0,0,0,56,56,"Low Income",2527
36047092400,2507,6.5,68,34435,675,"Moderate Income",2500.5,2906,36989,359000,295,4,2420,0,0,0,0,3,479,"Moderate Income",2902
36047092800,2850,63,394,47083,755,"Moderate Income",2787,3136,55238,451400,664,55,2768,13,0,0,0,0,300,"Moderate Income",3081
36047093000,2793,39,330,39479,819,"Moderate Income",2754,2808,67917,454600,575,21,2673,0,22,0,0,52,40,"High Income",2787
36047093200,1496,55,163,57828,708,"Moderate Income",1441,1201,79750,466200,285,39,1145,0,0,0,0,0,17,"High Income",1162
36047093400,2335,71,215,36629,760,"Moderate Income",2264,2281,48182,425300,508,49,2024,0,25,0,0,0,183,"Moderate Income",2232
36047093600,1843,17,242,51932,718,"Moderate Income",1826,1832,64313,435200,385,0,1792,0,15,0,0,4,21,"High Income",1832
36047093800,2716,8,279,39189,754,"Moderate Income",2708,2383,46691,469700,392,13,2274,0,7,0,0,0,89,"Moderate Income",2370
36047094401,3250,51,423,51947,836,"Moderate Income",3199,4149,81086,486400,688,73,3786,28,23,0,0,0,239,"High Income",4076
36047094402,2821,456,140,19737,336,"Low Income",2365,3071,19604,0,163,31,2282,0,54,0,0,0,704,"Low Income",3040
36047094600,2061,42,352,54948,772,"Moderate Income",2019,1883,58600,446800,384,29,1728,0,46,0,0,0,80,"Moderate Income",1854
36047095000,3182,216,385,51086,821,"Moderate Income",2966,3066,74650,570400,656,177,2791,0,0,0,0,25,73,"High Income",2889
36047095400,4742,399,474,42560,891,"Moderate Income",4343,4474,76263,567200,755,35,4225,0,77,0,38,0,99,"High Income",4439
36047095600,3966,687,504,52000,927,"Moderate Income",3279,4633,60164,581200,788,411,3824,37,210,0,18,0,170,"High Income",4259
36047095800,3343,643,503,55929,868,"Moderate Income",2700,3743,54537,464800,702,205,3103,11,184,0,0,56,195,"Moderate Income",3549
36047096200,1687,317,95,41653,932,"Moderate Income",1370,2051,71000,555100,348,66,1795,19,23,0,0,6,161,"High Income",2004
36047096400,2146,496,205,51389,928,"Moderate Income",1650,1715,54306,460100,247,50,1542,0,76,0,0,12,35,"Moderate Income",1665
36047096600,2114,476,239,51779,901,"Moderate Income",1638,2558,67679,526600,382,126,1932,0,138,0,75,79,208,"High Income",2432
36047096800,1380,237,66,46518,1031,"Moderate Income",1143,1512,67750,464000,342,132,1193,0,67,0,0,16,104,"High Income",1380
36047097000,2035,341,142,38424,776,"Moderate Income",1694,2498,90735,535100,359,185,2048,0,29,0,0,68,168,"Very High Income",2313
36047097400,2671,610,337,53203,638,"Moderate Income",2061,3065,61375,472100,376,183,2404,16,57,0,49,25,331,"High Income",2882
36047098200,4685,57,99,17009,289,"Low Income",4628,4535,20256,0,204,0,3721,0,6,0,0,0,808,"Low Income",4535
36047098400,2158,66,196,56090,871,"Moderate Income",2092,2207,69542,483700,428,66,2038,0,13,0,0,0,90,"High Income",2141
36047098600,3072,103,493,53646,882,"Moderate Income",2969,3145,68632,454800,582,48,2880,0,54,0,0,68,95,"High Income",3097
36047098800,3038,497,371,47981,788,"Moderate Income",2541,3343,73603,492000,562,261,2697,0,96,0,10,9,270,"High Income",3082
36047099000,1551,325,100,46250,910,"Moderate Income",1226,1724,85526,474000,303,172,1322,0,98,0,42,0,90,"High Income",1552
36047099200,1727,263,208,69464,891,"High Income",1464,2348,86000,421300,425,83,2073,0,13,0,0,19,160,"High Income",2265
36047099400,2030,468,310,52857,914,"Moderate Income",1562,1886,72961,503400,359,153,1578,24,46,0,0,0,85,"High Income",1733
36047099600,3875,642,487,48125,891,"Moderate Income",3233,4240,69676,554400,787,175,3814,0,140,0,0,0,111,"High Income",4065
36047099800,3590,749,627,58103,895,"Moderate Income",2841,3539,70611,585100,739,264,3091,0,0,0,0,71,113,"High Income",3275
36047100400,2883,396,323,55972,850,"Moderate Income",2487,2756,63250,528300,437,98,2471,47,44,0,0,21,75,"High Income",2658
36047100600,2477,688,393,55652,865,"Moderate Income",1789,2441,78750,493900,614,75,2158,0,55,0,0,61,92,"High Income",2366
36047100800,2105,509,276,65428,910,"High Income",1596,2205,68750,440400,434,172,1694,0,86,0,0,23,230,"High Income",2033
36047101000,2137,657,192,45625,919,"Moderate Income",1480,2196,73036,579000,445,86,1697,0,154,0,26,43,190,"High Income",2110
36047101200,2027,485,339,61161,773,"High Income",1542,2280,66375,451100,483,101,1975,0,53,0,0,0,151,"High Income",2179
36047101400,2178,206,313,54271,742,"Moderate Income",1972,2280,69464,430800,495,58,1901,0,127,0,73,18,103,"High Income",2222
36047101600,1535,221,326,77142,896,"High Income",1314,1810,83542,515600,367,124,1563,6,84,0,0,0,33,"High Income",1686
36047101800,2057,365,359,61750,771,"High Income",1692,2058,80395,462000,654,71,1550,0,131,0,34,18,254,"High Income",1987
36047102000,2052,355,487,62813,893,"High Income",1697,2291,103750,476900,525,216,1808,0,42,0,0,64,161,"Very High Income",2075
36047102200,2131,457,246,53750,790,"Moderate Income",1674,1993,61132,458500,414,107,1541,0,196,0,11,56,82,"High Income",1886
36047102400,2022,476,302,50938,805,"Moderate Income",1546,2134,87375,469500,534,107,1857,0,151,0,0,10,9,"High Income",2027
36047102600,2762,522,440,60500,882,"High Income",2240,2617,75161,530200,511,91,2425,11,0,0,8,13,69,"High Income",2526
36047102800,4032,684,366,39098,566,"Moderate Income",3348,1795,75625,569300,474,23,1689,0,17,0,0,0,66,"High Income",1772
36047103400,1798,337,91,18607,342,"Low Income",1461,4046,23450,0,398,167,2577,265,0,0,0,0,1048,"Low Income",3890
36047105801,5094,1683,533,28520,381,"Low Income",3411,5870,22641,547400,894,1461,3296,16,22,0,0,0,1075,"Low Income",4409
36047105804,9529,3147,999,28517,381,"Low Income",6382,6679,30530,416700,823,1124,3951,111,328,0,0,74,1108,"Moderate Income",5572
36047107800,4428,35,505,43490,736,"Moderate Income",4393,4068,65412,306400,743,109,3327,0,0,0,250,19,363,"High Income",3959
36047109800,1304,154,55,45375,686,"Moderate Income",1150,2254,47406,517900,338,83,1659,0,111,0,29,9,363,"Moderate Income",2171
36047110400,3973,50,333,30712,579,"Moderate Income",3923,4675,35257,376400,293,44,3839,0,0,0,0,0,792,"Moderate Income",4631
36047110600,4277,35,101,22188,414,"Low Income",4242,4082,17405,0,256,0,2814,0,9,0,60,23,1176,"Low Income",4082
36047111000,3490,22,108,19432,298,"Low Income",3468,3365,17854,0,185,94,2380,16,0,0,0,158,733,"Low Income",3287
36047111600,2419,66,201,26320,563,"Low Income",2353,3763,40160,510600,373,141,2611,0,7,0,0,7,997,"Moderate Income",3622
36047111800,2678,31,151,30000,681,"Low Income",2647,3418,31842,447600,250,191,2441,0,0,0,0,0,786,"Moderate Income",3227
36047112000,3114,28,235,30521,727,"Moderate Income",3086,3048,24135,458900,310,84,1769,0,0,0,0,0,1195,"Low Income",2964
36047112200,2887,10,75,27033,687,"Low Income",2877,3587,35000,577000,328,0,2732,44,93,0,0,0,718,"Moderate Income",3587
36047112400,3291,33,129,41172,723,"Moderate Income",3258,3169,48819,559200,531,16,2687,0,0,0,34,32,400,"Moderate Income",3153
36047112600,3588,34,102,23023,605,"Low Income",3554,3388,33365,386200,226,42,2533,0,64,0,0,0,749,"Moderate Income",3346
36047112800,3937,44,307,28523,686,"Low Income",3893,3910,38045,422300,477,225,3095,0,20,0,0,32,538,"Moderate Income",3685
36047113000,3544,27,117,20682,561,"Low Income",3517,4000,31615,380700,362,26,3352,39,0,0,59,76,461,"Moderate Income",3987
36047113200,1453,2,80,20433,620,"Low Income",1451,1956,59792,357800,238,41,1627,9,19,0,0,0,260,"Moderate Income",1915
36047113400,2932,42,72,11875,290,"Low Income",2890,3163,19191,590900,141,25,1935,0,40,0,63,12,1088,"Low Income",3138
36047114201,1382,1,97,38024,678,"Moderate Income",1381,1629,36739,473700,144,28,299,0,33,0,0,23,1246,"Moderate Income",1601
36047114202,2884,139,275,42750,718,"Moderate Income",2745,2837,48837,437100,319,63,926,0,0,0,15,7,1826,"Moderate Income",2774
36047114400,2241,57,68,15146,562,"Low Income",2184,2452,30170,471400,108,95,1327,0,8,0,5,26,991,"Moderate Income",2357
36047114600,3182,97,158,31632,703,"Moderate Income",3085,3308,41012,525300,290,94,735,30,252,0,38,63,2107,"Moderate Income",3225
36047115000,1846,8,34,26143,563,"Low Income",1838,2855,41346,473000,212,23,1226,152,33,0,100,19,1454,"Moderate Income",2984
36047115200,2442,118,134,17946,493,"Low Income",2324,3075,38482,496900,247,76,1757,0,116,0,200,65,861,"Moderate Income",2999
36047115600,3984,18,78,12363,278,"Low Income",3966,4091,16404,573900,176,12,3086,32,23,0,0,10,928,"Low Income",4079
36047115800,2929,7,212,32391,599,"Moderate Income",2922,2938,53125,479300,218,75,1896,18,1,0,72,26,868,"Moderate Income",2881
36047116000,2477,18,168,24038,432,"Low Income",2459,2126,27449,364900,205,0,1375,13,17,0,0,44,690,"Low Income",2139
36047116200,2417,10,139,38750,577,"Moderate Income",2407,2276,39250,355400,197,7,1806,34,17,82,16,57,272,"Moderate Income",2284
36047116400,2755,5,144,42262,593,"Moderate Income",2750,3394,51852,359900,235,57,2199,0,56,0,0,33,1049,"Moderate Income",3337
36047116600,2610,116,120,24559,668,"Low Income",2494,3012,40405,370300,376,105,1701,0,21,0,56,125,1004,"Moderate Income",2907
36047116800,2026,49,66,31031,674,"Moderate Income",1977,1732,54474,535300,210,54,701,32,37,0,9,0,931,"Moderate Income",1710
36047117000,1768,15,86,23043,690,"Low Income",1753,1930,36553,367600,62,0,451,0,101,0,0,33,1345,"Moderate Income",1930
36047117201,2982,140,193,37500,716,"Moderate Income",2842,2369,58482,487000,144,46,339,0,95,0,0,99,1790,"Moderate Income",2323
36047117202,4219,128,184,35806,686,"Moderate Income",4091,3104,50170,448400,322,116,978,0,96,0,17,102,1795,"Moderate Income",2988
36047117400,4268,195,176,30323,810,"Moderate Income",4073,4362,53512,431800,175,41,879,0,308,0,12,36,3086,"Moderate Income",4321
36047117601,2641,176,117,27279,681,"Low Income",2465,3037,47131,435400,219,195,616,0,76,0,0,0,2150,"Moderate Income",2842
36047117602,3284,174,118,30927,737,"Moderate Income",3110,2996,41703,440200,180,104,632,0,70,0,131,52,2007,"Moderate Income",2892
36047117800,1627,45,56,35450,762,"Moderate Income",1582,1892,45688,472400,89,17,326,0,371,0,41,18,1119,"Moderate Income",1875
36047118201,2951,191,66,31011,805,"Moderate Income",2760,2970,46012,464000,261,191,539,57,151,0,68,64,1945,"Moderate Income",2824
36047118202,3008,188,130,36810,749,"Moderate Income",2820,3279,53625,442200,240,126,550,0,196,0,0,46,2361,"Moderate Income",3153
36047118400,5049,406,247,28625,737,"Low Income",4643,5361,55070,455000,526,261,554,20,659,0,96,33,3758,"Moderate Income",5120
36047118600,3190,122,131,33798,700,"Moderate Income",3068,2694,46047,465800,221,104,855,2,414,0,23,25,1273,"Moderate Income",2592
36047118800,4376,334,166,24423,731,"Low Income",4042,4760,49365,559500,482,170,2072,0,897,0,157,24,1440,"Moderate Income",4590
36047119000,2086,103,46,24135,771,"Low Income",1983,2709,40234,464600,211,52,1219,10,104,0,112,32,1180,"Moderate Income",2657
36047119200,2471,54,44,27574,620,"Low Income",2417,3028,41615,4e+05,316,85,1226,10,195,0,0,78,1444,"Moderate Income",2953
36047119400,3208,86,101,26681,696,"Low Income",3122,4248,39531,396700,308,95,2559,0,88,0,0,0,1506,"Moderate Income",4153
36047119600,5154,61,174,30435,685,"Moderate Income",5093,4925,32344,434200,499,122,2486,29,942,0,9,161,1176,"Moderate Income",4803
36047119800,3047,222,232,21479,667,"Low Income",2825,3376,30297,560500,234,78,1325,15,161,0,0,11,1786,"Moderate Income",3298
36047120000,2330,160,133,31834,708,"Moderate Income",2170,2576,32880,426000,125,73,1556,12,458,0,0,0,489,"Moderate Income",2515
36047120200,1897,106,113,30625,852,"Moderate Income",1791,1924,32083,458800,170,44,786,0,567,0,0,18,509,"Moderate Income",1880
36047120800,8413,241,647,31136,606,"Moderate Income",8172,9566,35993,498700,1065,172,8200,55,126,0,37,129,902,"Moderate Income",9449
36047121000,3986,57,44,12155,208,"Low Income",3929,4299,20099,0,135,0,2159,30,7,0,0,44,2089,"Low Income",4329
36047121400,4440,25,72,11483,221,"Low Income",4415,4851,20601,0,104,24,2921,28,0,0,0,53,1853,"Low Income",4855
36047122000,2512,161,170,25640,627,"Low Income",2351,6169,44944,554200,815,90,4831,0,38,0,90,38,1082,"Moderate Income",6079
36047123700,1476,74,64,20823,643,"Low Income",1402,6300,33709,656000,450,5246,246,0,59,0,0,37,712,"Moderate Income",1054
36047150200,2280,1677,482,62616,754,"High Income",603,2876,112656,898400,1178,2021,71,0,318,0,32,70,364,"Very High Income",855
36047152200,3407,1171,939,64125,760,"High Income",2236,3877,95333,1275600,1515,1548,635,0,869,0,11,243,571,"Very High Income",2329
36061000201,3729,279,351,25068,417,"Low Income",3450,2730,23574,0,178,264,205,0,1153,0,0,2,1106,"Low Income",2466
36061000202,5427,1453,798,31183,360,"Moderate Income",3974,7789,32068,569700,1751,1403,1341,37,1841,0,22,201,2981,"Moderate Income",6423
36061000600,12881,718,944,24467,451,"Low Income",12163,10890,19778,602400,1607,459,453,135,6569,0,0,76,3198,"Low Income",10431
36061000700,958,585,539,126315,1930,"Very High Income",373,8881,134926,1481700,5587,6343,226,0,1648,0,57,162,445,"Very High Income",2538
36061000800,10924,1045,753,25363,535,"Low Income",9879,9363,32313,534300,1732,755,78,87,7822,5,70,146,400,"Moderate Income",8608
36061000900,1159,814,743,131659,2001,"Very High Income",345,1736,180547,1140600,1236,1175,45,0,280,10,0,86,140,"Very High Income",561
36061001001,1739,1084,465,56815,555,"Moderate Income",655,1382,79205,618000,752,907,25,0,128,0,5,6,311,"High Income",475
36061001002,8099,193,185,18938,279,"Low Income",7906,5707,18977,0,416,182,511,0,776,0,0,71,4167,"Low Income",5525
36061001200,3466,1705,865,38068,399,"Moderate Income",1761,3921,50399,618100,1383,2016,57,19,615,0,28,99,1106,"Moderate Income",1924
36061001300,1560,1152,838,108922,2001,"Very High Income",408,4805,139281,971700,3489,2992,60,0,953,0,31,129,640,"Very High Income",1813
36061001401,2962,2268,979,62454,612,"High Income",694,3095,84489,721200,1818,2084,64,0,540,0,0,93,314,"High Income",1011
36061001402,3019,547,383,21277,459,"Low Income",2472,2857,29890,558300,997,872,100,48,860,0,45,108,872,"Low Income",2033
36061001501,4981,2856,1578,61177,477,"High Income",2125,6892,88528,634300,3828,3918,344,25,1786,0,74,159,586,"High Income",2974
36061001502,3945,2860,1557,125437,1970,"Very High Income",1085,7932,155688,1123300,4746,5400,186,40,1745,0,0,202,359,"Very High Income",2532
36061001600,9598,525,1037,23248,560,"Low Income",9073,7244,44375,1546600,2251,990,93,0,5602,0,38,49,472,"Moderate Income",6254
36061001800,10459,1071,752,27865,554,"Low Income",9388,7895,65223,1061000,2401,2238,373,155,4237,0,17,233,642,"High Income",5657
36061002000,6000,144,140,14706,245,"Low Income",5856,4920,14745,0,245,55,1003,0,1074,0,0,0,2788,"Low Income",4865
36061002100,2512,1861,1539,159944,1828,"Very High Income",651,6863,250001,2000001,4245,5176,74,0,961,0,0,359,293,"Very High Income",1687
36061002201,6541,812,822,29549,481,"Low Income",5729,6484,28791,0,1557,1151,731,35,1560,0,0,152,2890,"Low Income",5368
36061002202,1414,798,541,39531,844,"Moderate Income",616,1947,90703,656300,1213,1055,122,11,307,0,0,103,360,"Very High Income",903
36061002400,3012,55,69,18459,286,"Low Income",2957,4275,14300,0,248,79,756,0,440,0,325,127,2548,"Low Income",4196
36061002500,5516,145,226,16361,280,"Low Income",5371,5171,17500,0,262,22,1190,0,2306,0,0,55,1598,"Low Income",5149
36061002601,3400,665,412,32778,477,"Moderate Income",2735,3934,57788,419000,1124,1009,419,15,455,0,0,92,1959,"Moderate Income",2940
36061002602,3781,1796,1428,21667,868,"Low Income",1985,4207,77212,651200,2348,2353,167,44,626,36,0,266,715,"High Income",1854
36061002700,1536,286,240,31549,545,"Moderate Income",1250,1417,59688,721300,513,260,4,0,1046,0,0,79,28,"Moderate Income",1157
36061002800,6682,1871,1280,32039,648,"Moderate Income",4811,7304,36470,479500,2383,2100,1044,16,853,0,44,78,3185,"Moderate Income",5220
36061002900,6673,473,644,22320,496,"Low Income",6200,6869,28861,756400,1537,534,630,11,4793,0,0,230,671,"Low Income",6335
36061003001,4427,1540,1276,33487,789,"Moderate Income",2887,4140,72258,693200,2322,2047,208,0,810,0,0,281,794,"High Income",2093
36061003002,3129,1800,1155,40393,701,"Moderate Income",1329,2972,53333,635200,1522,1520,239,0,358,0,24,30,801,"Moderate Income",1452
36061003100,1663,844,282,95020,1633,"Very High Income",819,2720,202404,1458300,1086,1470,255,8,665,0,10,117,195,"Very High Income",1250
36061003200,8016,5823,3406,44594,786,"Moderate Income",2193,7939,68675,656100,5158,5972,304,1,1095,0,0,40,527,"High Income",1967
36061003300,3707,3119,2349,156898,2001,"Very High Income",588,5415,193750,2000001,3519,4138,153,0,588,0,0,294,242,"Very High Income",1277
36061003400,6561,3999,2736,30750,812,"Moderate Income",2562,6493,75340,722500,3504,3842,153,0,989,0,0,62,1447,"High Income",2651
36061003601,2978,579,414,24674,423,"Low Income",2399,3522,47759,488500,969,830,236,0,786,0,7,31,1632,"Moderate Income",2692
36061003602,2323,1223,874,52639,826,"Moderate Income",1100,2903,85417,486500,1335,1630,273,42,397,0,0,155,406,"High Income",1273
36061003700,2286,1787,1246,112045,1131,"Very High Income",499,2674,147738,1410000,1712,2072,73,0,208,0,29,71,221,"Very High Income",602
36061003800,9162,6217,4260,50943,878,"Moderate Income",2945,8418,59427,813300,4871,5581,506,4,1001,0,0,100,1226,"Moderate Income",2837
36061003900,4292,3237,2131,96907,801,"Very High Income",1055,5621,157652,2000001,3396,4201,300,0,315,0,16,320,469,"Very High Income",1420
36061004000,8690,5973,3942,64406,997,"High Income",2717,8667,89818,728600,4876,6438,253,0,1110,8,35,228,595,"High Income",2229
36061004100,8723,1672,1040,21125,552,"Low Income",7051,8543,80909,826000,3323,2824,82,41,4872,0,50,216,458,"High Income",5719
36061004200,3898,2554,1702,82569,1145,"High Income",1344,5197,123889,1023600,2011,3488,223,0,1087,0,0,98,301,"Very High Income",1709
36061004300,4851,2664,1918,30815,803,"Moderate Income",2187,4225,73025,743100,2656,2575,5,0,1073,0,15,196,361,"High Income",1650
36061004400,15839,12113,8659,88286,1027,"High Income",3726,17069,98886,0,9883,11993,894,0,1960,0,0,548,1674,"Very High Income",5076
36061004500,1099,721,557,90830,833,"Very High Income",378,1005,142632,2000001,550,672,1,1,261,0,0,42,29,"Very High Income",334
36061004700,2433,1976,1357,73542,1061,"High Income",457,2318,124821,2000001,1631,1829,9,0,293,0,0,63,124,"Very High Income",489
36061004800,6402,4710,3874,83800,1105,"High Income",1692,6926,114808,803100,3546,4977,303,16,1057,45,0,77,451,"Very High Income",1949
36061004900,5010,4232,2991,98432,996,"Very High Income",778,4406,95568,2000001,2755,3527,123,15,414,0,0,76,266,"Very High Income",894
36061005000,5695,4696,3627,130437,1205,"Very High Income",999,5009,137986,1016000,3768,3981,0,0,688,0,0,50,290,"Very High Income",1028
36061005200,3741,2893,1872,140013,1616,"Very High Income",848,3642,159821,1614500,2166,2742,98,23,609,0,17,9,144,"Very High Income",900
36061005400,3955,3185,2835,126620,1179,"Very High Income",770,4570,150000,941900,3196,3345,133,0,682,0,24,196,190,"Very High Income",1225
36061005501,4907,3754,3146,119064,1163,"Very High Income",1153,4709,160121,1118500,3344,3248,267,14,822,0,38,216,104,"Very High Income",1461
36061005502,2174,1661,1323,108944,1592,"Very High Income",513,2245,127465,1602000,1407,1673,90,0,78,21,0,67,316,"Very High Income",572
36061005600,2590,1906,1763,200001,1896,"Very High Income",684,3220,124321,1177600,1979,2217,204,0,458,0,0,59,282,"Very High Income",1003
36061005700,2595,2332,1779,183074,2001,"Very High Income",263,2766,157176,1345600,2057,2068,96,0,230,0,70,82,220,"Very High Income",698
36061005800,634,503,380,200001,1009,"Very High Income",131,3355,183988,2000001,2666,2355,0,0,694,0,0,134,172,"Very High Income",1000
36061005900,5581,4622,3204,125624,1181,"Very High Income",959,5634,123859,1139700,3653,4630,135,39,495,0,0,73,296,"Very High Income",1038
36061006000,4459,4008,2794,99830,948,"Very High Income",451,5457,123563,0,3549,4073,214,0,678,0,63,32,397,"Very High Income",1384
36061006100,5101,4058,2584,135274,1402,"Very High Income",1043,4824,155960,1123700,2729,3692,111,0,579,0,8,90,344,"Very High Income",1132
36061006200,3370,1798,1227,79962,1143,"High Income",1572,4692,105170,0,2184,2124,855,10,888,0,0,162,653,"Very High Income",2568
36061006300,6265,5544,4218,117441,1182,"Very High Income",721,6728,134512,1218600,4599,5606,88,0,539,0,67,115,313,"Very High Income",1122
36061006400,7334,5690,4577,100277,1133,"Very High Income",1644,7961,106179,684900,5489,5557,257,180,1177,0,74,337,379,"Very High Income",2404
36061006500,6690,5260,3378,82982,1136,"High Income",1430,6490,104384,914100,3951,4864,201,0,590,0,0,362,473,"Very High Income",1626
36061006600,11841,6628,4779,55061,833,"Moderate Income",5213,10946,68500,668000,4976,5671,166,33,1291,0,0,314,3504,"High Income",5308
36061006700,5645,4741,3563,77557,1060,"High Income",904,5277,99671,950500,3867,4517,75,16,292,0,60,141,192,"Very High Income",776
36061006800,6753,5059,4011,97089,1238,"Very High Income",1694,7684,124070,692500,3987,5137,500,6,1247,0,0,27,767,"Very High Income",2547
36061006900,2389,1953,1412,143656,2001,"Very High Income",436,2568,198636,1239700,1623,1911,53,0,293,0,22,128,161,"Very High Income",657
36061007000,7763,6060,4642,101869,1322,"Very High Income",1703,8574,102939,864800,5753,5254,473,0,1931,0,227,215,474,"Very High Income",3320
36061007100,5620,4817,3663,124762,1198,"Very High Income",803,6000,143462,991700,4123,4727,162,0,731,4,13,125,238,"Very High Income",1273
36061007200,8111,6667,4765,128229,1750,"Very High Income",1444,7224,108362,625000,4345,4862,50,0,1777,0,0,343,192,"Very High Income",2362
36061007300,6699,5684,4326,91109,1015,"Very High Income",1015,6019,106522,683500,4824,5107,97,0,221,0,37,28,529,"Very High Income",912
36061007400,3712,2891,2022,129366,1418,"Very High Income",821,3803,135588,791300,2383,2625,61,0,526,0,51,112,428,"Very High Income",1178
36061007500,4165,3519,2667,133234,1234,"Very High Income",646,3990,129924,1138200,2813,3313,50,0,269,0,38,60,260,"Very High Income",677
36061007600,2445,1084,1232,51731,1125,"Moderate Income",1361,2055,89583,1433300,1276,857,81,12,996,0,8,14,87,"High Income",1198
36061007700,6146,5227,4180,127793,1052,"Very High Income",919,5991,136731,992000,4631,4975,45,0,378,0,0,165,428,"Very High Income",1016
